100	0.555542	1
600	0.0926006	1
1100	0.284097	1
1600	0.0095574	1
2100	0.046287	1
2600	0.0315257	1
3100	0.0255285	1
3600	0.0520917	1
4100	0.0491277	1
4600	0.0658295	1
5100	0.151696	1
5600	0.0711888	1
6100	0.0373492	1
6600	0.0940737	1
7100	0.0387409	1
7600	0.0188318	1
8100	0.0385888	1
8600	0.050396	1
9100	0.0363333	1
9600	0.0581681	1
10100	0.0030164	1
10600	0.0488816	1
11100	0.0566901	1
11600	0.00406197	1
12100	0.0398386	1
12600	0.0555639	1
13100	0.045598	1
13600	0.014204	1
14100	0.0663991	1
14600	0.00248222	1
15100	0.0516089	1
15600	0.0944703	1
16100	0.10508	1
16600	0.0453565	1
17100	0.0448428	1
17600	0.0255768	1
18100	0.0455118	1
18600	0.0763971	1
19100	0.0883589	1
19600	0.0664765	1
20100	0.0500361	1
20600	0.0343937	1
21100	0.0448347	1
21600	0.0196846	1
22100	0.066499	1
22600	0.0578992	1
23100	0.0517761	1
23600	0.0809286	1
24100	0.0685306	1
24600	0.038457	1
25100	0.0452165	1
25600	0.0406986	1
26100	0.021454	1
26600	0.0599499	1
27100	0.0460827	1
27600	0.0795673	1
28100	0.0215587	1
28600	0.0750373	1
29100	0.0491684	1
29600	0.0287718	1
30100	0.0481351	1
30600	0.0995904	1
31100	0.0746777	1
31600	0.0622446	1
32100	0.0317237	1
32600	0.0734148	1
33100	0.0747816	1
33600	0.0544065	1
34100	0.0520205	1
34600	0.0870746	1
35100	0.0239086	1
35600	0.0892325	1
36100	0.0294023	1
36600	0.0578028	1
37100	0.0377444	1
37600	0.0394219	1
38100	0.0402899	1
38600	0.0580107	1
39100	0.0454404	1
39600	0.058475	1
40100	0.0554254	1
40600	0.0337729	1
41100	0.06729	1
41600	0.0754623	1
42100	0.0596547	1
42600	0.0547163	1
43100	0.0428997	1
43600	0.0529837	1
44100	0.0720982	1
44600	0.0465331	1
45100	0.0780138	1
45600	0.063818	1
46100	0.0682777	1
46600	0.0442681	1
47100	0.0542075	1
47600	0.0516833	1
48100	0.0605304	1
48600	0.0597934	1
49100	0.0618436	1
49600	0.074241	1
50100	0.0677617	1
50600	0.0500743	1
51100	0.0555639	1
51600	0.0483235	1
52100	0.0804091	1
52600	0.0351797	1
53100	0.055067	1
53600	0.0388508	1
54100	0.0301226	1
54600	0.0544956	1
55100	0.0341384	1
55600	0.0388025	1
56100	0.0445965	1
56600	0.0418715	1
57100	0.054518	1
57600	0.0733589	1
58100	0.0470299	1
58600	0.0619632	1
59100	0.0462108	1
59600	0.0341482	1
60100	0.0415365	1
60600	0.0468777	1
61100	0.0650201	1
61600	0.0569844	1
62100	0.0623853	1
62600	0.0554308	1
63100	0.0703111	1
63600	0.0493402	1
64100	0.0456836	1
64600	0.0663138	1
65100	0.0610896	1
65600	0.0769899	1
66100	0.0401413	1
66600	0.0585878	1
67100	0.0632845	1
67600	0.0438941	1
68100	0.0523416	1
68600	0.0669017	1
69100	0.0469211	1
69600	0.065781	1
70100	0.045816	1
70600	0.0635903	1
71100	0.0640222	1
71600	0.0508697	1
72100	0.0521929	1
72600	0.0581848	1
73100	0.0710107	1
73600	0.0717738	1
74100	0.0621616	1
74600	0.0545027	1
75100	0.0422855	1
75600	0.0821841	1
76100	0.04465	1
76600	0.0736048	1
77100	0.0502318	1
77600	0.0621146	1
78100	0.0579113	1
78600	0.0611831	1
79100	0.0649051	1
79600	0.0735879	1
80100	0.0563095	1
80600	0.0488953	1
81100	0.0543994	1
81600	0.0687719	1
82100	0.063075	1
82600	0.0635676	1
83100	0.0467393	1
83600	0.0587205	1
84100	0.0536813	1
84600	0.0429557	1
85100	0.0418384	1
85600	0.0359639	1
86100	0.0434818	1
86600	0.0670791	1
87100	0.0510034	1
87600	0.0442119	1
88100	0.0408081	1
88600	0.0539023	1
89100	0.0557198	1
89600	0.066306	1
90100	0.059618	1
90600	0.0360491	1
91100	0.0543595	1
91600	0.0479524	1
92100	0.0509042	1
92600	0.054769	1
93100	0.0592189	1
93600	0.05822	1
94100	0.0584716	1
94600	0.052657	1
95100	0.0738924	1
95600	0.0524985	1
96100	0.0568213	1
96600	0.063716	1
97100	0.0526174	1
97600	0.0435251	1
98100	0.0490938	1
98600	0.0503662	1
99100	0.0449547	1
99600	0.0655622	1
